content,created_at,date,likeCount,media,outlinks,quoteCount,quotedTweet,replyCount,retweetCount,retweetedTweet,url,id,conversationId
"I knew you tried to change the ending, Peter losing Wendy. The #cardiganMusicVideo is out now.

https://t.co/Yu1UmTNnJI https://t.co/gDgNhkDUuq",Fri Jul 24 04:18:01 +0000 2020,2020-07-24 04:18:01+00:00,223892,"[Photo(previewUrl='https://pbs.twimg.com/media/EdqfcP4XsAoKVnT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EdqfcP4XsAoKVnT?format=jpg&name=large', type='photo')]",['Https://taylor.lnk.to/folklore/YouTube'],4656,,3932,43873,,https://twitter.com/taylorswift13/status/1286515957033127936,1286515957033127936,1286515957033127936
"In isolation my imagination has run wild and this album is the result. I’ve told these stories to the best of my ability with all the love, wonder, and whimsy they deserve. Now it’s up to you to pass them down. folklore is out now: https://t.co/xdcEDfithq  

📷: Beth Garrabrant https://t.co/vSDo9Se0fp",Fri Jul 24 04:08:29 +0000 2020,2020-07-24 04:08:29+00:00,535778,"[Photo(previewUrl='https://pbs.twimg.com/media/EdqdQx6XoAAJFEq?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EdqdQx6XoAAJFEq?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/EdqdQx5WkAIt-dj?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EdqdQx5WkAIt-dj?format=jpg&name=large', type='photo')]",['https://taylor.lnk.to/folklore'],16799,,16177,112507,,https://twitter.com/taylorswift13/status/1286513561553047557,1286513561553047557,1286513561553047557
"Editor Chancler Haynes, special effects wizards David Lebensfeld &amp; Grant Miller and set designer Ethan Tobman. The entire shoot was overseen by a medical inspector, everyone wore masks, stayed away from each other, and I even did my own hair, makeup, and styling 😂",Thu Jul 23 12:12:58 +0000 2020,2020-07-23 12:12:58+00:00,115990,,[],1101,,1220,14312,,https://twitter.com/taylorswift13/status/1286273095200845824,1286273095200845824,1286273092726267905
"The music video for “cardigan” will premiere tonight, which I wrote/directed. A million thank you’s to my brilliant, bad ass video team - Cinematographer Rodrigo Prieto, producer Jil Hardin, executive producer Rebecca Skinner, AD Joe ‘Oz’ Osbourne https://t.co/2hNXnzFbwY",Thu Jul 23 12:12:57 +0000 2020,2020-07-23 12:12:57+00:00,303231,"[Photo(previewUrl='https://pbs.twimg.com/media/EdnCjo8WkAEcz5-?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EdnCjo8WkAEcz5-?format=jpg&name=large', type='photo')]",[],14313,,5773,58597,,https://twitter.com/taylorswift13/status/1286273092726267905,1286273092726267905,1286273092726267905
"folklore will have 16 songs on the standard edition, but the physical deluxe editions will include a bonus track “the lakes.” Because this is my 8th studio album, I made 8 deluxe CDs &amp; 8 deluxe vinyls available for 1 week😄 Each has unique covers &amp; photos https://t.co/zSHpnhUlLb https://t.co/tG34e0MpgJ",Thu Jul 23 12:09:14 +0000 2020,2020-07-23 12:09:14+00:00,378387,"[Photo(previewUrl='https://pbs.twimg.com/media/EdnBtIoWkAITJzC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EdnBtIoWkAITJzC?format=jpg&name=large', type='photo')]",['https://store.taylorswift.com'],36216,,9110,83511,,https://twitter.com/taylorswift13/status/1286272156607840264,1286272156607840264,1286272156607840264
"Surprise 🤗 Tonight at midnight I’ll be releasing my 8th studio album, folklore; an entire brand new album of songs I’ve poured all of my whims, dreams, fears, and musings into. Pre-order at https://t.co/zSHpnhUlLb https://t.co/4ZVGy4l23b",Thu Jul 23 12:01:12 +0000 2020,2020-07-23 12:01:12+00:00,774602,"[Photo(previewUrl='https://pbs.twimg.com/media/Edm_3QqWkAE4mfb?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Edm_3QqWkAE4mfb?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/Edm_3QoXgAAkO-5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Edm_3QoXgAAkO-5?format=jpg&name=large', type='photo')]",['https://store.taylorswift.com'],137638,,33949,187903,,https://twitter.com/taylorswift13/status/1286270136006184960,1286270136006184960,1286270136006184960
"Love her!! 
👏💕💐🥇🙏💕💐👏 https://t.co/fq8crQpbsh",Fri Jul 10 18:24:36 +0000 2020,2020-07-10 18:24:36+00:00,153624,,['https://twitter.com/voguemagazine/status/1281212025411158016'],2028,https://twitter.com/voguemagazine/status/1281212025411158016,7441,11061,,https://twitter.com/taylorswift13/status/1281655579929346052,1281655579929346052,1281655579929346052
Can’t wait to watch @Disclosure_Doc on @netflix today!! Executive produced by @Lavernecox who is extraordinary 💕💕💕 Who else is gonna watch?! https://t.co/tYnZXfYzk5,Fri Jun 19 17:09:36 +0000 2020,2020-06-19 17:09:36+00:00,71919,"[Photo(previewUrl='https://pbs.twimg.com/media/Ea5AZuUXgAAXM_A?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ea5AZuUXgAAXM_A?format=jpg&name=large', type='photo')]",[],601,,2906,7741,,https://twitter.com/taylorswift13/status/1274026559062638592,1274026559062638592,1274026559062638592
"For my family, everything that has transpired recently gives us an opportunity to reflect, listen, and reprogram any part of our lives that hasn’t been loudly and ferociously anti-racist, and to never let privilege lie dormant when it could be used to stand up for what’s right.",Fri Jun 19 04:01:22 +0000 2020,2020-06-19 04:01:22+00:00,81525,,[],471,,938,7036,,https://twitter.com/taylorswift13/status/1273828192663605250,1273828192663605250,1273828190251814913
"Personally, I’ve made the decision to give all of my employees June 19th off in honor of Freedom Day from now on, and to continue to educate myself on the history that brought us to this present moment.",Fri Jun 19 04:01:22 +0000 2020,2020-06-19 04:01:22+00:00,83720,,[],388,,692,6456,,https://twitter.com/taylorswift13/status/1273828191627550720,1273828191627550720,1273828190251814913
"Happy Juneteenth! I want to thank @TheRoot and @RhapsoDani for allowing me to post this video about the significance of today, June 19th, and why it should be celebrated as a National holiday. https://t.co/7yjwh4Lddg",Fri Jun 19 04:01:21 +0000 2020,2020-06-19 04:01:21+00:00,105043,,['https://www.theroot.com/juneteenth-is-finally-entering-the-mainstream-american-1844065083'],837,,2146,16118,,https://twitter.com/taylorswift13/status/1273828190251814913,1273828190251814913,1273828190251814913
"YES!! Thank you to the Supreme Court Justices who voted in favor and all the advocates who have fought so hard for this! We still have a long way to go to reach equality, but this is a beautiful step forward. 🌈❤️🧡💛💚💙💜🌈 https://t.co/zTd3i5P2TL",Mon Jun 15 17:24:59 +0000 2020,2020-06-15 17:24:59+00:00,197374,,['https://twitter.com/nytimes/status/1272535337743646720'],1048,https://twitter.com/nytimes/status/1272535337743646720,3838,24730,,https://twitter.com/taylorswift13/status/1272580877231456257,1272580877231456257,1272580877231456257
"When you fight to honor racists, you show black Tennesseans and all of their allies where you stand, and you continue this cycle of hurt. You can’t change history, but you can change this. 🙏",Fri Jun 12 20:07:58 +0000 2020,2020-06-12 20:07:58+00:00,119248,,[],652,,2523,11941,,https://twitter.com/taylorswift13/status/1271534730828283905,1271534730828283905,1271534712423698434
We need to retroactively change the status of people who perpetuated hideous patterns of racism from ‘heroes’ to ‘villains.’ And villains don’t deserve statues.,Fri Jun 12 20:07:57 +0000 2020,2020-06-12 20:07:57+00:00,65073,,[],354,,528,7561,,https://twitter.com/taylorswift13/status/1271534728777252868,1271534728777252868,1271534712423698434
"Taking down statues isn’t going to fix centuries of systemic oppression, violence and hatred that black people have had to endure but it might bring us one small step closer to making ALL Tennesseans and visitors to our state feel safe - not just the white ones.",Fri Jun 12 20:07:57 +0000 2020,2020-06-12 20:07:57+00:00,73083,,[],447,,643,8428,,https://twitter.com/taylorswift13/status/1271534727846137856,1271534727846137856,1271534712423698434
"His statue is still standing and July 13th is ‘Nathan Bedford Forrest Day.’ Due to social pressure, the state is trying to overrule this, and Tennesseans might no longer have to stomach it. Fingers crossed.",Fri Jun 12 20:07:57 +0000 2020,2020-06-12 20:07:57+00:00,56314,,[],59,,308,5348,,https://twitter.com/taylorswift13/status/1271534726457823233,1271534726457823233,1271534712423698434
"Then we get to this monstrosity. Nathan Bedford Forrest was a brutal slave trader and the first grand wizard of the Ku Klux Klan who, during the Civil War, massacred dozens of black Union soldiers in Memphis. https://t.co/n2DiEt9F3P",Fri Jun 12 20:07:57 +0000 2020,2020-06-12 20:07:57+00:00,54866,,['https://www.thedailybeast.com/the-nathan-bedford-forrest-equestrian-statue-in-tennessee-is-the-most-hideous-confederate-statue-ever?source=articles&via=rss'],492,,883,6817,,https://twitter.com/taylorswift13/status/1271534725321101319,1271534725321101319,1271534712423698434
Replacing his statue is a waste of state funds and a waste of an opportunity to do the right thing.,Fri Jun 12 20:07:56 +0000 2020,2020-06-12 20:07:56+00:00,57754,,[],76,,303,5418,,https://twitter.com/taylorswift13/status/1271534724662558720,1271534724662558720,1271534712423698434
"FYI, he was a white supremacist newspaper editor who published pro-lynching editorials and incited the arson of the office of Ida B. Wells (who actually deserves a hero’s statue for her pioneering work in journalism and civil rights).",Fri Jun 12 20:07:56 +0000 2020,2020-06-12 20:07:56+00:00,67011,,[],304,,492,6988,,https://twitter.com/taylorswift13/status/1271534723697909762,1271534723697909762,1271534712423698434
Edward Carmack’s statue was sitting in the state Capitol until it was torn down last week in the protests. The state of Tennessee has vowed to replace it.,Fri Jun 12 20:07:54 +0000 2020,2020-06-12 20:07:54+00:00,52859,,[],108,,511,5546,,https://twitter.com/taylorswift13/status/1271534713396748288,1271534713396748288,1271534712423698434
"As a Tennessean, it makes me sick that there are monuments standing in our state that celebrate racist historical figures who did evil things. Edward Carmack and Nathan Bedford Forrest were DESPICABLE figures in our state history and should be treated as such.",Fri Jun 12 20:07:54 +0000 2020,2020-06-12 20:07:54+00:00,370763,,[],8830,,19033,48876,,https://twitter.com/taylorswift13/status/1271534712423698434,1271534712423698434,1271534712423698434
We need to fight for mail-in voting for the 2020 election. No one should have to choose between their health and having their voice heard. https://t.co/4ImsKW1fQN,Tue Jun 09 19:09:57 +0000 2020,2020-06-09 19:09:57+00:00,79194,,['http://VOTE.ORG'],544,,1696,12771,,https://twitter.com/taylorswift13/status/1270432966058160135,1270432966058160135,1270432961591205888
This article written by @BarackObama is a fascinating read about changing policy at the state and local levels. https://t.co/kwwFjaXCuC,Tue Jun 09 19:09:57 +0000 2020,2020-06-09 19:09:57+00:00,77558,,['https://medium.com/@BarackObama/how-to-make-this-moment-the-turning-point-for-real-change-9fa209806067'],458,,836,10947,,https://twitter.com/taylorswift13/status/1270432964976009219,1270432964976009219,1270432961591205888
"Racial injustice has been ingrained deeply into local and state governments, and changes MUST be made there. In order for policies to change, we need to elect people who will fight against police brutality and racism of any kind. #BlackLivesMatter",Tue Jun 09 19:09:56 +0000 2020,2020-06-09 19:09:56+00:00,241501,,[],2490,,5568,42439,,https://twitter.com/taylorswift13/status/1270432961591205888,1270432961591205888,1270432961591205888
"After stoking the fires of white supremacy and racism your entire presidency, you have the nerve to feign moral superiority before threatening violence? ‘When the looting starts the shooting starts’??? We will vote you out in November. @realdonaldtrump",Fri May 29 15:33:41 +0000 2020,2020-05-29 15:33:41+00:00,1984198,,[],71555,,92793,400770,,https://twitter.com/taylorswift13/status/1266392274549776387,1266392274549776387,1266392274549776387
VERY STOKED about this cover of lwymmd on @KillingEve by Jack leopards &amp; the dolphin club!! https://t.co/fhkLfOssfm,Mon May 25 02:11:02 +0000 2020,2020-05-25 02:11:02+00:00,141879,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1264740697489453058/pu/img/pmU76e3WSl1JSsRw.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1264740697489453058/pu/vid/468x270/uPbCd5hasrOslife.mp4?tag=10', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1264740697489453058/pu/vid/626x360/38c70lQgfCTj8SBA.mp4?tag=10', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1264740697489453058/pu/pl/ywaY1McUt0ocoBEs.m3u8?tag=10', bitrate=None)], duration=30.348, type='video')]",[],4339,,4437,18735,,https://twitter.com/taylorswift13/status/1264740730771300359,1264740730771300359,1264740730771300359
@etnow I personally really relate to this tweet. 😎,Tue May 19 20:31:11 +0000 2020,2020-05-19 20:31:11+00:00,29682,,[],607,,2148,3638,,https://twitter.com/taylorswift13/status/1262843265839235075,1262843265839235075,1262823003047378944
"The City Of Lover concert is streaming on @Hulu + @DisneyPlus! And the live songs are available now 💕 https://t.co/KZNhsi9o3Y

#TaylorSwiftCityOfLover https://t.co/LTTkqliMWY",Mon May 18 19:58:45 +0000 2020,2020-05-18 19:58:45+00:00,81844,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1262472610862043137/pu/img/ehhJOstVN1touiHy.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1262472610862043137/pu/vid/480x480/e74IvLnzg9RXhwMd.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1262472610862043137/pu/vid/720x720/aFPjfq2v-5CVVFAC.mp4?tag=10', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1262472610862043137/pu/vid/320x320/tjVQAO1a6hmSE9Cs.mp4?tag=10', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1262472610862043137/pu/pl/uXBuWFWxHqiIq4gJ.m3u8?tag=10', bitrate=None)], duration=15.083, type='video')]",['http://Taylor.lnk.to/loverlfp'],992,,3192,11594,,https://twitter.com/taylorswift13/status/1262472716608835591,1262472716608835591,1262472716608835591
@TheAddyMiller Addy I had to google YGG but a) now I know what it means b) YGG back! c) tell your mom hi she seems cool 😎,Mon May 18 03:10:13 +0000 2020,2020-05-18 03:10:13+00:00,7864,,[],259,,665,758,,https://twitter.com/taylorswift13/status/1262218908884402177,1262218908884402177,1262213460974239745
@tracesofswift @winestainedtay MY HEART ❤️,Mon May 18 03:04:52 +0000 2020,2020-05-18 03:04:52+00:00,8099,,[],139,,693,670,,https://twitter.com/taylorswift13/status/1262217561946705921,1262217561946705921,1262213889992818688
@nathansrep_ THIS PIC IS SO AWW 🥰 🥺💕,Mon May 18 02:42:52 +0000 2020,2020-05-18 02:42:52+00:00,7028,,[],120,,723,604,,https://twitter.com/taylorswift13/status/1262212025284870144,1262212025284870144,1262210945822187520
@LOLbridg Thank you so much for everything you do and how hard you’re working to keep us safe 🙏🙏🙏,Mon May 18 02:35:30 +0000 2020,2020-05-18 02:35:30+00:00,7179,,[],50,,515,681,,https://twitter.com/taylorswift13/status/1262210174212870145,1262210174212870145,1262209609969938440
@Ru_ReAdy_FoR_IT I’m so sorry it’s been hard and I’m so touched and flattered that the show is making you smile 😊,Mon May 18 02:25:31 +0000 2020,2020-05-18 02:25:31+00:00,8170,,[],296,,970,810,,https://twitter.com/taylorswift13/status/1262207659534692354,1262207659534692354,1262204350669168640
@13yearsoftay Aww thanks bud 🥺🥺🥺🏹💗,Mon May 18 02:17:47 +0000 2020,2020-05-18 02:17:47+00:00,5693,,[],113,,630,517,,https://twitter.com/taylorswift13/status/1262205715957059590,1262205715957059590,1262204350669168640
@loverlauren13 @taylornation13 Cute cute cute 🎆🎆🎆,Mon May 18 02:09:40 +0000 2020,2020-05-18 02:09:40+00:00,7014,,[],120,,511,630,,https://twitter.com/taylorswift13/status/1262203673150545921,1262203673150545921,1262202941701644293
@CaleighAMiller YAY! Glad you’re watching 💕,Mon May 18 02:09:08 +0000 2020,2020-05-18 02:09:08+00:00,6315,,[],87,,488,595,,https://twitter.com/taylorswift13/status/1262203536391184384,1262203536391184384,1262201917247193088
Stoked to relive our Paris show tonight when the City of Lover concert airs at 10pm ET/9pm CT on @ABCNetwork - then tomorrow on @hulu and @disneyplus 💕 It was the best album release party I could’ve wished for 😆✨💐🎆🕶 love you guys 💋 https://t.co/G9Dm3nYrgv,Sun May 17 17:15:45 +0000 2020,2020-05-17 17:15:45+00:00,174059,"[Photo(previewUrl='https://pbs.twimg.com/media/EYPFV0QWkAAJQBN?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EYPFV0QWkAAJQBN?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/EYPFV0QX0AA-wO2?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EYPFV0QX0AA-wO2?format=jpg&name=large', type='photo')]",[],5033,,8443,26283,,https://twitter.com/taylorswift13/status/1262069307237941248,1262069307237941248,1262069307237941248
"City Of Lover Concert 💕 Airing this Sunday at 10p ET on @ABCNetwork and streaming the next day on @hulu  and @disneyplus! 
#TaylorSwiftCityOfLover

📸: Dave Hogan https://t.co/cYAu74UCut",Fri May 15 15:07:21 +0000 2020,2020-05-15 15:07:21+00:00,104067,"[Photo(previewUrl='https://pbs.twimg.com/media/EYEUxsRXQAI4SyP?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EYEUxsRXQAI4SyP?format=jpg&name=large', type='photo')]",[],1567,,3276,14280,,https://twitter.com/taylorswift13/status/1261312219477934081,1261312219477934081,1261312219477934081
when you’re proud of your buns so you post them on the internet https://t.co/4wPIi8mb5F,Thu May 14 22:02:11 +0000 2020,2020-05-14 22:02:11+00:00,412424,"[Photo(previewUrl='https://pbs.twimg.com/media/EYAqIQ0WoAEIpzH?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EYAqIQ0WoAEIpzH?format=jpg&name=large', type='photo')]",[],8614,,10040,31180,,https://twitter.com/taylorswift13/status/1261054225867472897,1261054225867472897,1261054225867472897
"PS for those of you who are separated from your loved ones or struggling with this day, my heart is with you 💗",Mon May 11 01:58:56 +0000 2020,2020-05-11 01:58:56+00:00,87044,,[],636,,1644,8165,,https://twitter.com/taylorswift13/status/1259664254430560257,1259664254430560257,1259664250391465984
My conversations with my mom have always been and will always be some of my favorite memories - from when I was 10 months old in this video from Oct. 1990 to now talking every day on the phone. Our talks are everything to me. Myyyyyy goodness I love you Mom. Happy Mother’s Day 💐 https://t.co/Okav6gEt2R,Mon May 11 01:58:55 +0000 2020,2020-05-11 01:58:55+00:00,170299,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1259664096821161985/pu/img/IR_JKHarDmT-fUFZ.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1259664096821161985/pu/vid/640x360/a7QYpw2YVWRaW-_F.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1259664096821161985/pu/vid/1280x720/SAsKFtxoH9vCddSU.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1259664096821161985/pu/pl/XdByKn61lSbtVcIz.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1259664096821161985/pu/vid/480x270/DVO_n8N3_dG2uztQ.mp4?tag=10', bitrate=256000)], duration=64.107, type='video')]",[],2479,,4640,20450,,https://twitter.com/taylorswift13/status/1259664250391465984,1259664250391465984,1259664250391465984
Excited to announce the City of Lover Concert! We filmed my show in Paris in September and thought it’d be fun to share it with you 😄May 17 at 10p ET on @abcnetwork and available the next day on @hulu and @disneyplus! #TaylorSwiftCityOfLover https://t.co/7B3ky0rO5B,Fri May 08 12:47:13 +0000 2020,2020-05-08 12:47:13+00:00,138856,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EXfwVyxWkAAiRJt.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1258734407839625217/vid/1280x720/NyCW7FczMZ3imnf-.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1258734407839625217/pl/IAwtida_omo1Ze57.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1258734407839625217/vid/640x360/Cz7xGNKMvNgul8S9.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1258734407839625217/vid/480x270/46r1R6-b-072Kut6.mp4?tag=13', bitrate=288000)], duration=30.031, type='video')]",[],8427,,5777,26517,,https://twitter.com/taylorswift13/status/1258740237179801600,1258740237179801600,1258740237179801600
"I’m absolutely devastated and horrified by the senseless, cold blooded, racially motivated killing of Ahmaud Arbery. #JusticeForAhmaud",Thu May 07 21:25:42 +0000 2020,2020-05-07 21:25:42+00:00,256812,,[],2046,,4228,35570,,https://twitter.com/taylorswift13/status/1258508331280240640,1258508331280240640,1258508331280240640
🍷 🐍 biiig isolation 🐍 🍷 https://t.co/MJbhD8Bau1,Thu May 07 17:27:50 +0000 2020,2020-05-07 17:27:50+00:00,385433,"[Photo(previewUrl='https://pbs.twimg.com/media/EXboNY8WsAEuW3E?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EXboNY8WsAEuW3E?format=jpg&name=large', type='photo')]",[],10733,,14398,48640,,https://twitter.com/taylorswift13/status/1258448468907081728,1258448468907081728,1258448468907081728
Not a lot going on at the moment https://t.co/NaRCqgCH4Y,Mon Apr 27 21:08:40 +0000 2020,2020-04-27 21:08:40+00:00,511565,"[Photo(previewUrl='https://pbs.twimg.com/media/EWo623RX0AIuoU2?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EWo623RX0AIuoU2?format=jpg&name=large', type='photo')]",[],22737,,19278,57750,,https://twitter.com/taylorswift13/status/1254880164447760385,1254880164447760385,1254880164447760385
@maisiehpeters 🎆🌸✨heavenly✨🌸🎆,Sat Apr 18 18:26:33 +0000 2020,2020-04-18 18:26:33+00:00,18938,,[],797,,1193,2004,,https://twitter.com/taylorswift13/status/1251577874584403969,1251577874584403969,1251236458180075520
"I'm so sad I won't be able to see you guys in concert this year, but I know this is the right decision. Please, please stay healthy and safe. I’ll see you on stage as soon as I can but right now what’s important is committing to this quarantine, for the sake of all of us. https://t.co/qeiMk2Tgon",Fri Apr 17 17:00:09 +0000 2020,2020-04-17 17:00:09+00:00,189145,"[Photo(previewUrl='https://pbs.twimg.com/media/EV0gYvpWsAcSRK1?format=png&name=small', fullUrl='https://pbs.twimg.com/media/EV0gYvpWsAcSRK1?format=png&name=large', type='photo')]",[],11566,,10276,25741,,https://twitter.com/taylorswift13/status/1251193743912456192,1251193743912456192,1251193743912456192
@RyanHurd Love this so much 🙏,Tue Apr 14 18:17:17 +0000 2020,2020-04-14 18:17:17+00:00,10526,,[],249,,1108,1200,,https://twitter.com/taylorswift13/status/1250125991437107200,1250125991437107200,1250061546799206408
"It’s National Siblings Day! My brother @austinswift7 is one of my best pals, and I’m really proud of him because he’s in a film that came out today called We Summon The Darkness (which he co-produced). Photo by Gigi. My facial expression by 3 glasses of wine. #nationalsiblingsday https://t.co/1SXUtIxaiP",Fri Apr 10 18:18:54 +0000 2020,2020-04-10 18:18:54+00:00,132504,"[Photo(previewUrl='https://pbs.twimg.com/media/EVQw-KJXkAAdZE5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EVQw-KJXkAAdZE5?format=jpg&name=large', type='photo')]",[],988,,4042,12719,,https://twitter.com/taylorswift13/status/1248676845958107139,1248676845958107139,1248676845958107139
"My Women’s History Month playlist is nostalgic comfort vibes by women I adore 💛 @Spotify 
https://t.co/q47iu4Vc7L https://t.co/I5jQCZy8G1",Fri Mar 27 13:15:38 +0000 2020,2020-03-27 13:15:38+00:00,73236,"[Photo(previewUrl='https://pbs.twimg.com/media/EUHlTSyWAAAn33R?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EUHlTSyWAAAn33R?format=jpg&name=large', type='photo')]",['https://taylorswift.lnk.to/SpotifyWHM'],1077,,3294,10405,,https://twitter.com/taylorswift13/status/1243527098154848258,1243527098154848258,1243527098154848258
"While we’re looking for things to do at home, I thought it’d be fun to share behind the scenes of my dad’s acting debut. 🎾 https://t.co/1WIBE8jdfb",Fri Mar 20 18:01:43 +0000 2020,2020-03-20 18:01:43+00:00,98509,"[Video(thumbnailUrl='https://pbs.twimg.com/media/ETkihEGXkAAuf4T.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1241059036918960129/pl/k0SuYglgr2FcCTbk.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1241059036918960129/vid/640x360/BrVMpRG3ibcv2qvY.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1241059036918960129/vid/1280x720/OABzDNJN3TDC9-Kx.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1241059036918960129/vid/480x270/4w9jqYEBLb0JDcKF.mp4?tag=13', bitrate=288000)], duration=51.802, type='video')]",[],629,,3299,11234,,https://twitter.com/taylorswift13/status/1241062380332814336,1241062380332814336,1241062380332814336
"For Meredith, self quarantining is a way of life. Be like Meredith. #QuarantineCats https://t.co/yEHJ5c5oFi",Mon Mar 16 21:50:13 +0000 2020,2020-03-16 21:50:13+00:00,202334,"[Photo(previewUrl='https://pbs.twimg.com/media/ETQxmD9XkAAzquw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ETQxmD9XkAAzquw?format=jpg&name=large', type='photo')]",[],2547,,4526,32280,,https://twitter.com/taylorswift13/status/1239670332958674944,1239670332958674944,1239670332958674944
"No one:

Absolutely no one:

Me: here’s more footage of behind the scenes of me directing The Man video with a female voice and demeanor/ dude body and face! Just to make your day weirder! 

https://t.co/5vRMcFYhWz https://t.co/iCvBjThn0d",Tue Mar 10 12:52:08 +0000 2020,2020-03-10 12:52:08+00:00,126705,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1237360553963782144/pu/img/Ji-Rok5DJztYRSV0.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1237360553963782144/pu/vid/480x270/2bJ_lax5nwClWNMg.mp4?tag=10', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1237360553963782144/pu/vid/640x360/-RE9RJ2nu2jds22e.mp4?tag=10', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1237360553963782144/pu/pl/MtEBe9vhHZQ9u2OZ.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1237360553963782144/pu/vid/1280x720/268e1iBuNxy9IPB4.mp4?tag=10', bitrate=2176000)], duration=11.775, type='video')]",['Https://taylor.lnk.to/directing'],1643,,2806,15963,,https://twitter.com/taylorswift13/status/1237360590110294016,1237360590110294016,1237360590110294016
"In honor of International Women’s Day, I changed out my @AppleMusic playlist to songs I’m loving right now by female artists and bands. 💕 Let’s all celebrate together by honoring the women in our lives and the women out there pushing things forward 😘 https://t.co/YSUOgCUqIa",Sat Mar 07 17:15:15 +0000 2020,2020-03-07 17:15:15+00:00,84771,,['https://apple.co/PlaylistByME'],1237,,2321,11418,,https://twitter.com/taylorswift13/status/1236339640656973825,1236339640656973825,1236339640656973825
My heart is with everyone in Tennessee who has been affected by the tornados. Sending you my love and prayers.,Tue Mar 03 20:24:24 +0000 2020,2020-03-03 20:24:24+00:00,140115,,[],367,,2062,12585,,https://twitter.com/taylorswift13/status/1234937694121287684,1234937694121287684,1234937694121287684
